15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,,125mm Copper Pipe,,150mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.0146,0.6,0.0146,1.874,0.0146,4.269,0.0146,8.648,0.0146,14.854,0.0146,35.539,0.0146,67.381,0.0146,108.642,,,,,,
0.0147,0.602,0.0147,1.88,0.0147,4.287,0.0147,8.68,0.0147,14.908,0.0147,35.648,0.0147,67.642,0.0147,109.017,,,,,,
0.0148,0.605,0.0148,1.885,0.0148,4.306,0.0148,8.711,0.0148,14.963,0.0148,35.757,0.0148,67.904,0.0148,109.392,,,,,,
0.0149,0.607,0.0149,1.89,0.0149,4.324,0.0149,8.743,0.0149,15.018,0.0149,35.866,0.0149,68.165,0.0149,109.767,,,,,,
0.015,0.609,0.015,1.896,0.015,4.342,0.015,8.775,0.015,15.072,0.015,35.975,0.015,68.427,0.015,110.142,,,,,,
0.0151,0.612,0.0151,1.901,0.0151,4.36,0.0151,8.807,0.0151,15.127,0.0151,36.084,0.0151,68.688,0.0151,110.517,,,,,,
0.0152,0.614,0.0152,1.907,0.0152,4.378,0.0152,8.839,0.0152,15.181,0.0152,36.193,0.0152,68.95,0.0152,110.892,,,,,,
0.0153,0.616,0.0153,1.912,0.0153,4.397,0.0153,8.87,0.0153,15.236,0.0153,36.303,0.0153,69.211,0.0153,111.267,,,,,,
0.0154,0.618,0.0154,1.918,0.0154,4.415,0.0154,8.902,0.0154,15.29,0.0154,36.412,0.0154,69.472,0.0154,111.642,,,,,,
0.0155,0.621,0.0155,1.923,0.0155,4.433,0.0155,8.934,0.0155,15.345,0.0155,36.521,0.0155,69.734,0.0155,112.017,,,,,,
0.0156,0.623,0.0156,1.929,0.0156,4.451,0.0156,8.966,0.0156,15.399,0.0156,36.63,0.0156,69.995,0.0156,112.393,,,,,,
0.0157,0.625,0.0157,1.934,0.0157,4.469,0.0157,8.998,0.0157,15.454,0.0157,36.739,0.0157,70.257,0.0157,112.768,,,,,,
0.0158,0.627,0.0158,1.94,0.0158,4.488,0.0158,9.03,0.0158,15.509,0.0158,36.848,0.0158,70.518,0.0158,113.143,,,,,,
0.0159,0.63,0.0159,1.945,0.0159,4.506,0.0159,9.061,0.0159,15.563,0.0159,36.957,0.0159,70.78,0.0159,113.518,,,,,,
0.016,0.632,0.016,1.951,0.016,4.524,0.016,9.093,0.016,15.618,0.016,37.066,0.016,71.041,0.016,113.893,,,,,,
0.0161,0.634,0.0161,1.956,0.0161,4.542,0.0161,9.125,0.0161,15.672,0.0161,37.175,0.0161,71.302,0.0161,114.268,,,,,,
0.0162,0.637,0.0162,1.961,0.0162,4.56,0.0162,9.157,0.0162,15.727,0.0162,37.285,0.0162,71.564,0.0162,114.643,,,,,,
0.0163,0.639,0.0163,1.967,0.0163,4.578,0.0163,9.189,0.0163,15.781,0.0163,37.394,0.0163,71.825,0.0163,115.018,,,,,,
0.0164,0.641,0.0164,1.972,0.0164,4.597,0.0164,9.221,0.0164,15.836,0.0164,37.503,0.0164,72.087,0.0164,115.393,,,,,,
0.0165,0.643,0.0165,1.978,0.0165,4.615,0.0165,9.252,0.0165,15.89,0.0165,37.612,0.0165,72.348,0.0165,115.768,,,,,,
0.0166,0.646,0.0166,1.983,0.0166,4.633,0.0166,9.284,0.0166,15.945,0.0166,37.721,0.0166,72.61,0.0166,116.144,,,,,,
0.0167,0.648,0.0167,1.989,0.0167,4.651,0.0167,9.316,0.0167,16,0.0167,37.83,0.0167,72.871,0.0167,116.519,,,,,,
0.0168,0.65,0.0168,1.994,0.0168,4.669,0.0168,9.348,0.0168,16.054,0.0168,37.939,0.0168,73.132,0.0168,116.894,,,,,,
0.0169,0.652,0.0169,2,0.0169,4.688,0.0169,9.38,0.0169,16.109,0.0169,38.048,0.0169,73.394,0.0169,117.269,,,,,,
0.017,0.655,0.017,2.005,0.017,4.706,0.017,9.412,0.017,16.163,0.017,38.158,0.017,73.655,0.017,117.644,,,,,,
0.0171,0.657,0.0171,2.021,0.0171,4.8,0.0171,9.446,0.0171,16.225,0.0171,38.318,0.0171,73.894,0.0171,118.012,,,,,,
0.0172,0.66,0.0172,2.038,0.0172,4.894,0.0172,9.48,0.0172,16.286,0.0172,38.478,0.0172,74.133,0.0172,118.38,,,,,,
0.0173,0.663,0.0173,2.054,0.0173,4.988,0.0173,9.514,0.0173,16.347,0.0173,38.638,0.0173,74.371,0.0173,118.749,,,,,,
0.0174,0.666,0.0174,2.071,0.0174,5.082,0.0174,9.548,0.0174,16.409,0.0174,38.799,0.0174,74.61,0.0174,119.117,,,,,,
0.0175,0.668,0.0175,2.087,0.0175,5.176,0.0175,9.582,0.0175,16.47,0.0175,38.959,0.0175,74.849,0.0175,119.485,,,,,,
0.0176,0.671,0.0176,2.103,0.0176,5.27,0.0176,9.616,0.0176,16.532,0.0176,39.119,0.0176,75.088,0.0176,119.854,,,,,,
0.0177,0.674,0.0177,2.12,0.0177,5.365,0.0177,9.65,0.0177,16.593,0.0177,39.279,0.0177,75.326,0.0177,120.222,,,,,,
0.0178,0.677,0.0178,2.136,0.0178,5.459,0.0178,9.684,0.0178,16.654,0.0178,39.44,0.0178,75.565,0.0178,120.59,,,,,,
0.0179,0.679,0.0179,2.152,0.0179,5.553,0.0179,9.718,0.0179,16.716,0.0179,39.6,0.0179,75.804,0.0179,120.958,,,,,,
0.018,0.682,0.018,2.169,0.018,5.647,0.018,9.753,0.018,16.777,0.018,39.76,0.018,76.042,0.018,121.327,,,,,,
0.0181,0.685,0.0181,2.185,0.0181,5.741,0.0181,9.787,0.0181,16.838,0.0181,39.921,0.0181,76.281,0.0181,121.695,,,,,,
0.0182,0.687,0.0182,2.201,0.0182,5.835,0.0182,9.821,0.0182,16.9,0.0182,40.081,0.0182,76.52,0.0182,122.063,,,,,,
0.0183,0.69,0.0183,2.218,0.0183,5.929,0.0183,9.855,0.0183,16.961,0.0183,40.241,0.0183,76.758,0.0183,122.432,,,,,,
0.0184,0.693,0.0184,2.234,0.0184,6.023,0.0184,9.889,0.0184,17.023,0.0184,40.401,0.0184,76.997,0.0184,122.8,,,,,,
0.0185,0.696,0.0185,2.251,0.0185,6.117,0.0185,9.923,0.0185,17.084,0.0185,40.562,0.0185,77.236,0.0185,123.168,,,,,,
0.0186,0.698,0.0186,2.267,0.0186,6.212,0.0186,9.957,0.0186,17.145,0.0186,40.722,0.0186,77.474,0.0186,123.536,,,,,,
0.0187,0.701,0.0187,2.283,0.0187,6.306,0.0187,9.991,0.0187,17.207,0.0187,40.882,0.0187,77.713,0.0187,123.905,,,,,,
0.0188,0.704,0.0188,2.3,0.0188,6.4,0.0188,10.025,0.0188,17.268,0.0188,41.042,0.0188,77.952,0.0188,124.273,,,,,,
0.0189,0.707,0.0189,2.316,0.0189,6.494,0.0189,10.059,0.0189,17.329,0.0189,41.203,0.0189,78.191,0.0189,124.641,,,,,,
0.019,0.709,0.019,2.332,0.019,6.588,0.019,10.094,0.019,17.391,0.019,41.363,0.019,78.429,0.019,125.009,,,,,,
0.0191,0.712,0.0191,2.349,0.0191,6.682,0.0191,10.128,0.0191,17.452,0.0191,41.523,0.0191,78.668,0.0191,125.378,,,,,,
0.0192,0.715,0.0192,2.365,0.0192,6.776,0.0192,10.162,0.0192,17.514,0.0192,41.683,0.0192,78.907,0.0192,125.746,,,,,,
0.0193,0.717,0.0193,2.382,0.0193,6.87,0.0193,10.196,0.0193,17.575,0.0193,41.844,0.0193,79.145,0.0193,126.114,,,,,,
0.0194,0.72,0.0194,2.398,0.0194,6.965,0.0194,10.23,0.0194,17.636,0.0194,42.004,0.0194,79.384,0.0194,126.483,,,,,,
0.0195,0.723,0.0195,2.414,0.0195,7.059,0.0195,10.264,0.0195,17.698,0.0195,42.164,0.0195,79.623,0.0195,126.851,,,,,,
0.0196,0.726,0.0196,2.431,0.0196,7.153,0.0196,10.298,0.0196,17.759,0.0196,42.325,0.0196,79.861,0.0196,127.219,,,,,,
0.0197,0.728,0.0197,2.447,0.0197,7.247,0.0197,10.332,0.0197,17.82,0.0197,42.485,0.0197,80.1,0.0197,127.587,,,,,,
0.0198,0.731,0.0198,2.463,0.0198,7.341,0.0198,10.366,0.0198,17.882,0.0198,42.645,0.0198,80.339,0.0198,127.956,,,,,,
0.0199,0.734,0.0199,2.48,0.0199,7.435,0.0199,10.4,0.0199,17.943,0.0199,42.805,0.0199,80.578,0.0199,128.324,,,,,,
0.02,0.737,0.02,2.496,0.02,7.529,0.02,10.435,0.02,18.005,0.02,42.966,0.02,80.816,0.02,128.692,,,,,,
0.0201,0.738,0.0201,2.502,0.0201,7.522,0.0201,10.462,0.0201,18.065,0.0201,43.088,0.0201,81.03,0.0201,129.042,,,,,,
0.0202,0.739,0.0202,2.508,0.0202,7.515,0.0202,10.49,0.0202,18.125,0.0202,43.211,0.0202,81.244,0.0202,129.392,,,,,,
0.0203,0.741,0.0203,2.513,0.0203,7.508,0.0203,10.517,0.0203,18.186,0.0203,43.334,0.0203,81.458,0.0203,129.742,,,,,,
0.0204,0.742,0.0204,2.519,0.0204,7.501,0.0204,10.545,0.0204,18.246,0.0204,43.457,0.0204,81.671,0.0204,130.092,,,,,,
0.0205,0.744,0.0205,2.525,0.0205,7.493,0.0205,10.573,0.0205,18.306,0.0205,43.579,0.0205,81.885,0.0205,130.442,,,,,,
0.0206,0.745,0.0206,2.53,0.0206,7.486,0.0206,10.6,0.0206,18.367,0.0206,43.702,0.0206,82.099,0.0206,130.791,,,,,,
0.0207,0.747,0.0207,2.536,0.0207,7.479,0.0207,10.628,0.0207,18.427,0.0207,43.825,0.0207,82.313,0.0207,131.141,,,,,,
0.0208,0.748,0.0208,2.542,0.0208,7.472,0.0208,10.655,0.0208,18.487,0.0208,43.948,0.0208,82.527,0.0208,131.491,,,,,,
0.0209,0.749,0.0209,2.548,0.0209,7.465,0.0209,10.683,0.0209,18.548,0.0209,44.07,0.0209,82.741,0.0209,131.841,,,,,,
0.021,0.751,0.021,2.553,0.021,7.458,0.021,10.711,0.021,18.608,0.021,44.193,0.021,82.954,0.021,132.191,,,,,,
0.0211,0.752,0.0211,2.559,0.0211,7.45,0.0211,10.738,0.0211,18.669,0.0211,44.316,0.0211,83.168,0.0211,132.541,,,,,,
0.0212,0.754,0.0212,2.565,0.0212,7.443,0.0212,10.766,0.0212,18.729,0.0212,44.439,0.0212,83.382,0.0212,132.891,,,,,,
0.0213,0.755,0.0213,2.571,0.0213,7.436,0.0213,10.794,0.0213,18.789,0.0213,44.561,0.0213,83.596,0.0213,133.24,,,,,,
0.0214,0.757,0.0214,2.576,0.0214,7.429,0.0214,10.821,0.0214,18.85,0.0214,44.684,0.0214,83.81,0.0214,133.59,,,,,,
0.0215,0.758,0.0215,2.582,0.0215,7.422,0.0215,10.849,0.0215,18.91,0.0215,44.807,0.0215,84.023,0.0215,133.94,,,,,,
0.0216,0.759,0.0216,2.588,0.0216,7.415,0.0216,10.876,0.0216,18.97,0.0216,44.93,0.0216,84.237,0.0216,134.29,,,,,,
0.0217,0.761,0.0217,2.593,0.0217,7.407,0.0217,10.904,0.0217,19.031,0.0217,45.053,0.0217,84.451,0.0217,134.64,,,,,,
0.0218,0.762,0.0218,2.599,0.0218,7.4,0.0218,10.932,0.0218,19.091,0.0218,45.175,0.0218,84.665,0.0218,134.99,,,,,,
0.0219,0.764,0.0219,2.605,0.0219,7.393,0.0219,10.959,0.0219,19.151,0.0219,45.298,0.0219,84.879,0.0219,135.34,,,,,,
0.022,0.765,0.022,2.611,0.022,7.386,0.022,10.987,0.022,19.212,0.022,45.421,0.022,85.092,0.022,135.689,,,,,,
0.0221,0.767,0.0221,2.616,0.0221,7.379,0.0221,11.015,0.0221,19.272,0.0221,45.544,0.0221,85.306,0.0221,136.039,,,,,,
0.0222,0.768,0.0222,2.622,0.0222,7.372,0.0222,11.042,0.0222,19.332,0.0222,45.666,0.0222,85.52,0.0222,136.389,,,,,,
0.0223,0.769,0.0223,2.628,0.0223,7.365,0.0223,11.07,0.0223,19.393,0.0223,45.789,0.0223,85.734,0.0223,136.739,,,,,,
0.0224,0.771,0.0224,2.634,0.0224,7.357,0.0224,11.097,0.0224,19.453,0.0224,45.912,0.0224,85.948,0.0224,137.089,,,,,,
0.0225,0.772,0.0225,2.639,0.0225,7.35,0.0225,11.125,0.0225,19.514,0.0225,46.035,0.0225,86.161,0.0225,137.439,,,,,,
0.0226,0.774,0.0226,2.645,0.0226,7.343,0.0226,11.153,0.0226,19.574,0.0226,46.157,0.0226,86.375,0.0226,137.789,,,,,,
0.0227,0.775,0.0227,2.651,0.0227,7.336,0.0227,11.18,0.0227,19.634,0.0227,46.28,0.0227,86.589,0.0227,138.139,,,,,,
0.0228,0.777,0.0228,2.657,0.0228,7.329,0.0228,11.208,0.0228,19.695,0.0228,46.403,0.0228,86.803,0.0228,138.488,,,,,,
0.0229,0.778,0.0229,2.662,0.0229,7.322,0.0229,11.236,0.0229,19.755,0.0229,46.526,0.0229,87.017,0.0229,138.838,,,,,,
0.023,0.78,0.023,2.668,0.023,7.314,0.023,11.263,0.023,19.815,0.023,46.648,0.023,87.23,0.023,139.188,,,,,,
0.0231,0.781,0.0231,2.674,0.0231,7.307,0.0231,11.291,0.0231,19.876,0.0231,46.771,0.0231,87.444,0.0231,139.538,,,,,,
0.0232,0.782,0.0232,2.679,0.0232,7.3,0.0232,11.318,0.0232,19.936,0.0232,46.894,0.0232,87.658,0.0232,139.888,,,,,,
0.0233,0.784,0.0233,2.685,0.0233,7.293,0.0233,11.346,0.0233,19.996,0.0233,47.017,0.0233,87.872,0.0233,140.238,,,,,,
0.0234,0.785,0.0234,2.691,0.0234,7.286,0.0234,11.374,0.0234,20.057,0.0234,47.139,0.0234,88.086,0.0234,140.588,,,,,,
0.0235,0.787,0.0235,2.697,0.0235,7.279,0.0235,11.401,0.0235,20.117,0.0235,47.262,0.0235,88.299,0.0235,140.937,,,,,,
0.0236,0.788,0.0236,2.702,0.0236,7.271,0.0236,11.429,0.0236,20.177,0.0236,47.385,0.0236,88.513,0.0236,141.287,,,,,,
0.0237,0.79,0.0237,2.708,0.0237,7.264,0.0237,11.456,0.0237,20.238,0.0237,47.508,0.0237,88.727,0.0237,141.637,,,,,,
0.0238,0.791,0.0238,2.714,0.0238,7.257,0.0238,11.484,0.0238,20.298,0.0238,47.63,0.0238,88.941,0.0238,141.987,,,,,,
0.0239,0.792,0.0239,2.72,0.0239,7.25,0.0239,11.512,0.0239,20.359,0.0239,47.753,0.0239,89.155,0.0239,142.337,,,,,,
0.024,0.794,0.024,2.725,0.024,7.243,0.024,11.539,0.024,20.419,0.024,47.876,0.024,89.368,0.024,142.687,,,,,,
0.0241,0.795,0.0241,2.731,0.0241,7.236,0.0241,11.567,0.0241,20.479,0.0241,47.999,0.0241,89.582,0.0241,143.037,,,,,,
0.0242,0.797,0.0242,2.737,0.0242,7.228,0.0242,11.595,0.0242,20.54,0.0242,48.121,0.0242,89.796,0.0242,143.386,,,,,,
0.0243,0.798,0.0243,2.742,0.0243,7.221,0.0243,11.622,0.0243,20.6,0.0243,48.244,0.0243,90.01,0.0243,143.736,,,,,,
0.0244,0.8,0.0244,2.748,0.0244,7.214,0.0244,11.65,0.0244,20.66,0.0244,48.367,0.0244,90.224,0.0244,144.086,,,,,,
0.0245,0.801,0.0245,2.754,0.0245,7.207,0.0245,11.677,0.0245,20.721,0.0245,48.49,0.0245,90.437,0.0245,144.436,,,,,,
0.0246,0.802,0.0246,2.76,0.0246,7.2,0.0246,11.705,0.0246,20.781,0.0246,48.613,0.0246,90.651,0.0246,144.786,,,,,,
0.0247,0.804,0.0247,2.765,0.0247,7.193,0.0247,11.733,0.0247,20.841,0.0247,48.735,0.0247,90.865,0.0247,145.136,,,,,,
0.0248,0.805,0.0248,2.771,0.0248,7.185,0.0248,11.76,0.0248,20.902,0.0248,48.858,0.0248,91.079,0.0248,145.486,,,,,,
0.0249,0.807,0.0249,2.777,0.0249,7.178,0.0249,11.788,0.0249,20.962,0.0249,48.981,0.0249,91.293,0.0249,145.836,,,,,,
0.025,0.808,0.025,2.783,0.025,7.171,0.025,11.816,0.025,21.022,0.025,49.104,0.025,91.507,0.025,146.185,,,,,,
0.0251,0.81,0.0251,2.788,0.0251,7.164,0.0251,11.843,0.0251,21.083,0.0251,49.226,0.0251,91.72,0.0251,146.535,,,,,,
0.0252,0.811,0.0252,2.794,0.0252,7.157,0.0252,11.871,0.0252,21.143,0.0252,49.349,0.0252,91.934,0.0252,146.885,,,,,,
0.0253,0.812,0.0253,2.8,0.0253,7.15,0.0253,11.898,0.0253,21.204,0.0253,49.472,0.0253,92.148,0.0253,147.235,,,,,,
0.0254,0.814,0.0254,2.805,0.0254,7.143,0.0254,11.926,0.0254,21.264,0.0254,49.595,0.0254,92.362,0.0254,147.585,,,,,,
0.0255,0.815,0.0255,2.811,0.0255,7.135,0.0255,11.954,0.0255,21.324,0.0255,49.717,0.0255,92.576,0.0255,147.935,,,,,,
0.0256,0.817,0.0256,2.817,0.0256,7.128,0.0256,11.981,0.0256,21.385,0.0256,49.84,0.0256,92.789,0.0256,148.285,,,,,,
0.0257,0.818,0.0257,2.823,0.0257,7.121,0.0257,12.009,0.0257,21.445,0.0257,49.963,0.0257,93.003,0.0257,148.634,,,,,,
0.0258,0.82,0.0258,2.828,0.0258,7.114,0.0258,12.037,0.0258,21.505,0.0258,50.086,0.0258,93.217,0.0258,148.984,,,,,,
0.0259,0.821,0.0259,2.834,0.0259,7.107,0.0259,12.064,0.0259,21.566,0.0259,50.208,0.0259,93.431,0.0259,149.334,,,,,,
0.026,0.822,0.026,2.84,0.026,7.1,0.026,12.092,0.026,21.626,0.026,50.331,0.026,93.645,0.026,149.684,,,,,,
0.0261,0.824,0.0261,2.846,0.0261,7.092,0.0261,12.119,0.0261,21.686,0.0261,50.454,0.0261,93.858,0.0261,150.034,,,,,,
0.0262,0.825,0.0262,2.851,0.0262,7.085,0.0262,12.147,0.0262,21.747,0.0262,50.577,0.0262,94.072,0.0262,150.384,,,,,,
0.0263,0.827,0.0263,2.857,0.0263,7.078,0.0263,12.175,0.0263,21.807,0.0263,50.699,0.0263,94.286,0.0263,150.734,,,,,,
0.0264,0.828,0.0264,2.863,0.0264,7.071,0.0264,12.202,0.0264,21.867,0.0264,50.822,0.0264,94.5,0.0264,151.083,,,,,,
0.0265,0.83,0.0265,2.868,0.0265,7.064,0.0265,12.23,0.0265,21.928,0.0265,50.945,0.0265,94.714,0.0265,151.433,,,,,,
0.0266,0.831,0.0266,2.874,0.0266,7.057,0.0266,12.257,0.0266,21.988,0.0266,51.068,0.0266,94.927,0.0266,151.783,,,,,,
0.0267,0.833,0.0267,2.88,0.0267,7.049,0.0267,12.285,0.0267,22.049,0.0267,51.19,0.0267,95.141,0.0267,152.133,,,,,,
0.0268,0.834,0.0268,2.886,0.0268,7.042,0.0268,12.313,0.0268,22.109,0.0268,51.313,0.0268,95.355,0.0268,152.483,,,,,,
0.0269,0.835,0.0269,2.891,0.0269,7.035,0.0269,12.34,0.0269,22.169,0.0269,51.436,0.0269,95.569,0.0269,152.833,,,,,,
0.027,0.837,0.027,2.897,0.027,7.028,0.027,12.368,0.027,22.23,0.027,51.559,0.027,95.783,0.027,153.183,,,,,,
0.0271,0.838,0.0271,2.903,0.0271,7.021,0.0271,12.396,0.0271,22.29,0.0271,51.681,0.0271,95.996,0.0271,153.532,,,,,,
0.0272,0.84,0.0272,2.909,0.0272,7.014,0.0272,12.423,0.0272,22.35,0.0272,51.804,0.0272,96.21,0.0272,153.882,,,,,,
0.0273,0.841,0.0273,2.914,0.0273,7.006,0.0273,12.451,0.0273,22.411,0.0273,51.927,0.0273,96.424,0.0273,154.232,,,,,,
0.0274,0.843,0.0274,2.92,0.0274,6.999,0.0274,12.478,0.0274,22.471,0.0274,52.05,0.0274,96.638,0.0274,154.582,,,,,,
0.0275,0.844,0.0275,2.926,0.0275,6.992,0.0275,12.506,0.0275,22.531,0.0275,52.173,0.0275,96.852,0.0275,154.932,,,,,,
0.0276,0.845,0.0276,2.931,0.0276,6.985,0.0276,12.534,0.0276,22.592,0.0276,52.295,0.0276,97.065,0.0276,155.282,,,,,,
0.0277,0.847,0.0277,2.937,0.0277,6.978,0.0277,12.561,0.0277,22.652,0.0277,52.418,0.0277,97.279,0.0277,155.632,,,,,,
0.0278,0.848,0.0278,2.943,0.0278,6.971,0.0278,12.589,0.0278,22.712,0.0278,52.541,0.0278,97.493,0.0278,155.982,,,,,,
0.0279,0.85,0.0279,2.949,0.0279,6.963,0.0279,12.617,0.0279,22.773,0.0279,52.664,0.0279,97.707,0.0279,156.331,,,,,,
0.028,0.851,0.028,2.954,0.028,6.956,0.028,12.644,0.028,22.833,0.028,52.786,0.028,97.921,0.028,156.681,,,,,,
0.0281,0.853,0.0281,2.96,0.0281,6.949,0.0281,12.672,0.0281,22.894,0.0281,52.909,0.0281,98.134,0.0281,157.031,,,,,,
0.0282,0.854,0.0282,2.966,0.0282,6.942,0.0282,12.699,0.0282,22.954,0.0282,53.032,0.0282,98.348,0.0282,157.381,,,,,,
0.0283,0.855,0.0283,2.972,0.0283,6.935,0.0283,12.727,0.0283,23.014,0.0283,53.155,0.0283,98.562,0.0283,157.731,,,,,,
0.0284,0.857,0.0284,2.977,0.0284,6.928,0.0284,12.755,0.0284,23.075,0.0284,53.277,0.0284,98.776,0.0284,158.081,,,,,,
0.0285,0.858,0.0285,2.983,0.0285,6.921,0.0285,12.782,0.0285,23.135,0.0285,53.4,0.0285,98.99,0.0285,158.431,,,,,,
0.0286,0.86,0.0286,2.989,0.0286,6.913,0.0286,12.81,0.0286,23.195,0.0286,53.523,0.0286,99.203,0.0286,158.78,,,,,,
0.0287,0.861,0.0287,2.994,0.0287,6.906,0.0287,12.838,0.0287,23.256,0.0287,53.646,0.0287,99.417,0.0287,159.13,,,,,,
0.0288,0.863,0.0288,3,0.0288,6.899,0.0288,12.865,0.0288,23.316,0.0288,53.768,0.0288,99.631,0.0288,159.48,,,,,,
0.0289,0.864,0.0289,3.006,0.0289,6.892,0.0289,12.893,0.0289,23.376,0.0289,53.891,0.0289,99.845,0.0289,159.83,,,,,,
0.029,0.865,0.029,3.012,0.029,6.885,0.029,12.92,0.029,23.437,0.029,54.014,0.029,100.059,0.029,160.18,,,,,,
0.0291,0.867,0.0291,3.017,0.0291,6.878,0.0291,12.948,0.0291,23.497,0.0291,54.137,0.0291,100.273,0.0291,160.53,,,,,,
0.0292,0.868,0.0292,3.023,0.0292,6.87,0.0292,12.976,0.0292,23.557,0.0292,54.259,0.0292,100.486,0.0292,160.88,,,,,,
0.0293,0.87,0.0293,3.029,0.0293,6.863,0.0293,13.003,0.0293,23.618,0.0293,54.382,0.0293,100.7,0.0293,161.229,,,,,,
0.0294,0.871,0.0294,3.035,0.0294,6.856,0.0294,13.031,0.0294,23.678,0.0294,54.505,0.0294,100.914,0.0294,161.579,,,,,,
0.0295,0.873,0.0295,3.04,0.0295,6.849,0.0295,13.058,0.0295,23.738,0.0295,54.628,0.0295,101.128,0.0295,161.929,,,,,,
0.0296,0.874,0.0296,3.046,0.0296,6.842,0.0296,13.086,0.0296,23.799,0.0296,54.75,0.0296,101.342,0.0296,162.279,,,,,,
0.0297,0.875,0.0297,3.052,0.0297,6.835,0.0297,13.114,0.0297,23.859,0.0297,54.873,0.0297,101.555,0.0297,162.629,,,,,,
0.0298,0.877,0.0298,3.058,0.0298,6.827,0.0298,13.141,0.0298,23.92,0.0298,54.996,0.0298,101.769,0.0298,162.979,,,,,,
0.0299,0.878,0.0299,3.063,0.0299,6.82,0.0299,13.169,0.0299,23.98,0.0299,55.119,0.0299,101.983,0.0299,163.329,,,,,,
0.03,0.88,0.03,3.069,0.03,6.813,0.03,13.197,0.03,24.04,0.03,55.241,0.03,102.197,0.03,163.679,,,,,,
0.0301,0.881,0.0301,3.075,0.0301,6.825,0.0301,13.222,0.0301,24.081,0.0301,55.323,0.0301,102.382,0.0301,163.781,,,,,,
0.0302,0.883,0.0302,3.081,0.0302,6.836,0.0302,13.248,0.0302,24.122,0.0302,55.405,0.0302,102.567,0.0302,163.883,,,,,,
0.0303,0.884,0.0303,3.087,0.0303,6.848,0.0303,13.273,0.0303,24.163,0.0303,55.487,0.0303,102.752,0.0303,163.985,,,,,,
0.0304,0.886,0.0304,3.094,0.0304,6.86,0.0304,13.299,0.0304,24.204,0.0304,55.569,0.0304,102.937,0.0304,164.088,,,,,,
0.0305,0.887,0.0305,3.1,0.0305,6.871,0.0305,13.324,0.0305,24.245,0.0305,55.651,0.0305,103.123,0.0305,164.19,,,,,,
0.0306,0.888,0.0306,3.106,0.0306,6.883,0.0306,13.35,0.0306,24.286,0.0306,55.733,0.0306,103.308,0.0306,164.292,,,,,,
0.0307,0.89,0.0307,3.112,0.0307,6.895,0.0307,13.376,0.0307,24.327,0.0307,55.814,0.0307,103.493,0.0307,164.395,,,,,,
0.0308,0.891,0.0308,3.118,0.0308,6.906,0.0308,13.401,0.0308,24.368,0.0308,55.896,0.0308,103.678,0.0308,164.497,,,,,,
0.0309,0.893,0.0309,3.124,0.0309,6.918,0.0309,13.427,0.0309,24.409,0.0309,55.978,0.0309,103.863,0.0309,164.599,,,,,,
0.031,0.894,0.031,3.13,0.031,6.93,0.031,13.452,0.031,24.449,0.031,56.06,0.031,104.048,0.031,164.701,,,,,,
0.0311,0.896,0.0311,3.136,0.0311,6.941,0.0311,13.478,0.0311,24.49,0.0311,56.142,0.0311,104.234,0.0311,164.804,,,,,,
0.0312,0.897,0.0312,3.143,0.0312,6.953,0.0312,13.503,0.0312,24.531,0.0312,56.224,0.0312,104.419,0.0312,164.906,,,,,,
0.0313,0.898,0.0313,3.149,0.0313,6.965,0.0313,13.529,0.0313,24.572,0.0313,56.305,0.0313,104.604,0.0313,165.008,,,,,,
0.0314,0.9,0.0314,3.155,0.0314,6.976,0.0314,13.555,0.0314,24.613,0.0314,56.387,0.0314,104.789,0.0314,165.111,,,,,,
0.0315,0.901,0.0315,3.161,0.0315,6.988,0.0315,13.58,0.0315,24.654,0.0315,56.469,0.0315,104.974,0.0315,165.213,,,,,,
0.0316,0.903,0.0316,3.167,0.0316,7,0.0316,13.606,0.0316,24.695,0.0316,56.551,0.0316,105.159,0.0316,165.315,,,,,,
0.0317,0.904,0.0317,3.173,0.0317,7.011,0.0317,13.631,0.0317,24.736,0.0317,56.633,0.0317,105.345,0.0317,165.418,,,,,,
0.0318,0.906,0.0318,3.179,0.0318,7.023,0.0318,13.657,0.0318,24.777,0.0318,56.715,0.0318,105.53,0.0318,165.52,,,,,,
0.0319,0.907,0.0319,3.186,0.0319,7.035,0.0319,13.682,0.0319,24.818,0.0319,56.796,0.0319,105.715,0.0319,165.622,,,,,,
0.032,0.908,0.032,3.192,0.032,7.046,0.032,13.708,0.032,24.859,0.032,56.878,0.032,105.9,0.032,165.724,,,,,,
0.0321,0.91,0.0321,3.198,0.0321,7.058,0.0321,13.734,0.0321,24.9,0.0321,56.96,0.0321,106.085,0.0321,165.827,,,,,,
0.0322,0.911,0.0322,3.204,0.0322,7.07,0.0322,13.759,0.0322,24.941,0.0322,57.042,0.0322,106.27,0.0322,165.929,,,,,,
0.0323,0.913,0.0323,3.21,0.0323,7.081,0.0323,13.785,0.0323,24.981,0.0323,57.124,0.0323,106.455,0.0323,166.031,,,,,,
