6mm Copper Pipe,,8mm Copper Pipe,,10mm Copper Pipe,,15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.1699,0.362,0.1699,0.766,0.1699,1.076,0.1699,3.109,0.1699,9.858,0.1699,22.865,0.1699,43.363,0.1699,73.426,0.1699,165.971,,,,,,
0.17,0.362,0.17,0.766,0.17,1.076,0.17,3.11,0.17,9.862,0.17,22.874,0.17,43.375,0.17,73.451,0.17,166.031,,,,,,
0.1701,0.362,0.1701,0.766,0.1701,1.077,0.1701,3.111,0.1701,9.865,0.1701,22.883,0.1701,43.387,0.1701,73.475,0.1701,166.092,,,,,,
0.1702,0.362,0.1702,0.767,0.1702,1.077,0.1702,3.112,0.1702,9.868,0.1702,22.892,0.1702,43.399,0.1702,73.5,0.1702,166.152,,,,,,
0.1703,0.362,0.1703,0.767,0.1703,1.077,0.1703,3.114,0.1703,9.871,0.1703,22.901,0.1703,43.412,0.1703,73.524,0.1703,166.212,,,,,,
0.1704,0.362,0.1704,0.767,0.1704,1.078,0.1704,3.115,0.1704,9.875,0.1704,22.91,0.1704,43.424,0.1704,73.549,0.1704,166.273,,,,,,
0.1705,0.362,0.1705,0.768,0.1705,1.078,0.1705,3.116,0.1705,9.878,0.1705,22.919,0.1705,43.436,0.1705,73.573,0.1705,166.333,,,,,,
0.1706,0.362,0.1706,0.768,0.1706,1.078,0.1706,3.117,0.1706,9.881,0.1706,22.928,0.1706,43.448,0.1706,73.598,0.1706,166.394,,,,,,
0.1707,0.362,0.1707,0.768,0.1707,1.079,0.1707,3.118,0.1707,9.885,0.1707,22.937,0.1707,43.461,0.1707,73.623,0.1707,166.454,,,,,,
0.1708,0.362,0.1708,0.768,0.1708,1.079,0.1708,3.12,0.1708,9.888,0.1708,22.946,0.1708,43.473,0.1708,73.647,0.1708,166.514,,,,,,
0.1709,0.363,0.1709,0.769,0.1709,1.08,0.1709,3.121,0.1709,9.891,0.1709,22.955,0.1709,43.485,0.1709,73.672,0.1709,166.575,,,,,,
0.171,0.363,0.171,0.769,0.171,1.08,0.171,3.122,0.171,9.894,0.171,22.964,0.171,43.498,0.171,73.696,0.171,166.635,,,,,,
0.1711,0.363,0.1711,0.769,0.1711,1.08,0.1711,3.123,0.1711,9.898,0.1711,22.973,0.1711,43.51,0.1711,73.721,0.1711,166.695,,,,,,
0.1712,0.363,0.1712,0.77,0.1712,1.081,0.1712,3.125,0.1712,9.901,0.1712,22.982,0.1712,43.522,0.1712,73.745,0.1712,166.756,,,,,,
0.1713,0.363,0.1713,0.77,0.1713,1.081,0.1713,3.126,0.1713,9.904,0.1713,22.991,0.1713,43.534,0.1713,73.77,0.1713,166.816,,,,,,
0.1714,0.363,0.1714,0.77,0.1714,1.081,0.1714,3.127,0.1714,9.907,0.1714,23,0.1714,43.547,0.1714,73.794,0.1714,166.876,,,,,,
0.1715,0.363,0.1715,0.77,0.1715,1.082,0.1715,3.128,0.1715,9.911,0.1715,23.009,0.1715,43.559,0.1715,73.819,0.1715,166.937,,,,,,
0.1716,0.363,0.1716,0.771,0.1716,1.082,0.1716,3.13,0.1716,9.914,0.1716,23.018,0.1716,43.571,0.1716,73.844,0.1716,166.997,,,,,,
0.1717,0.363,0.1717,0.771,0.1717,1.082,0.1717,3.131,0.1717,9.917,0.1717,23.027,0.1717,43.583,0.1717,73.868,0.1717,167.057,,,,,,
0.1718,0.363,0.1718,0.771,0.1718,1.083,0.1718,3.132,0.1718,9.921,0.1718,23.036,0.1718,43.596,0.1718,73.893,0.1718,167.118,,,,,,
0.1719,0.363,0.1719,0.771,0.1719,1.083,0.1719,3.133,0.1719,9.924,0.1719,23.045,0.1719,43.608,0.1719,73.917,0.1719,167.178,,,,,,
0.172,0.364,0.172,0.772,0.172,1.084,0.172,3.134,0.172,9.927,0.172,23.054,0.172,43.62,0.172,73.942,0.172,167.239,,,,,,
0.1721,0.364,0.1721,0.772,0.1721,1.084,0.1721,3.136,0.1721,9.93,0.1721,23.063,0.1721,43.633,0.1721,73.966,0.1721,167.299,,,,,,
0.1722,0.364,0.1722,0.772,0.1722,1.084,0.1722,3.137,0.1722,9.934,0.1722,23.072,0.1722,43.645,0.1722,73.991,0.1722,167.359,,,,,,
0.1723,0.364,0.1723,0.773,0.1723,1.085,0.1723,3.138,0.1723,9.937,0.1723,23.081,0.1723,43.657,0.1723,74.015,0.1723,167.42,,,,,,
0.1724,0.364,0.1724,0.773,0.1724,1.085,0.1724,3.139,0.1724,9.94,0.1724,23.09,0.1724,43.669,0.1724,74.04,0.1724,167.48,,,,,,
0.1725,0.364,0.1725,0.773,0.1725,1.085,0.1725,3.141,0.1725,9.943,0.1725,23.099,0.1725,43.682,0.1725,74.065,0.1725,167.54,,,,,,
0.1726,0.364,0.1726,0.773,0.1726,1.086,0.1726,3.142,0.1726,9.947,0.1726,23.108,0.1726,43.694,0.1726,74.089,0.1726,167.601,,,,,,
0.1727,0.364,0.1727,0.774,0.1727,1.086,0.1727,3.143,0.1727,9.95,0.1727,23.117,0.1727,43.706,0.1727,74.114,0.1727,167.661,,,,,,
0.1728,0.364,0.1728,0.774,0.1728,1.086,0.1728,3.144,0.1728,9.953,0.1728,23.126,0.1728,43.719,0.1728,74.138,0.1728,167.721,,,,,,
0.1729,0.364,0.1729,0.774,0.1729,1.087,0.1729,3.145,0.1729,9.957,0.1729,23.135,0.1729,43.731,0.1729,74.163,0.1729,167.782,,,,,,
0.173,0.364,0.173,0.775,0.173,1.087,0.173,3.147,0.173,9.96,0.173,23.144,0.173,43.743,0.173,74.187,0.173,167.842,,,,,,
0.1731,0.365,0.1731,0.775,0.1731,1.088,0.1731,3.148,0.1731,9.963,0.1731,23.153,0.1731,43.755,0.1731,74.212,0.1731,167.902,,,,,,
0.1732,0.365,0.1732,0.775,0.1732,1.088,0.1732,3.149,0.1732,9.966,0.1732,23.162,0.1732,43.768,0.1732,74.236,0.1732,167.963,,,,,,
0.1733,0.365,0.1733,0.775,0.1733,1.088,0.1733,3.15,0.1733,9.97,0.1733,23.171,0.1733,43.78,0.1733,74.261,0.1733,168.023,,,,,,
0.1734,0.365,0.1734,0.776,0.1734,1.089,0.1734,3.152,0.1734,9.973,0.1734,23.18,0.1734,43.792,0.1734,74.285,0.1734,168.084,,,,,,
0.1735,0.365,0.1735,0.776,0.1735,1.089,0.1735,3.153,0.1735,9.976,0.1735,23.189,0.1735,43.804,0.1735,74.31,0.1735,168.144,,,,,,
0.1736,0.365,0.1736,0.776,0.1736,1.089,0.1736,3.154,0.1736,9.979,0.1736,23.198,0.1736,43.817,0.1736,74.335,0.1736,168.204,,,,,,
0.1737,0.365,0.1737,0.776,0.1737,1.09,0.1737,3.155,0.1737,9.983,0.1737,23.207,0.1737,43.829,0.1737,74.359,0.1737,168.265,,,,,,
0.1738,0.365,0.1738,0.777,0.1738,1.09,0.1738,3.157,0.1738,9.986,0.1738,23.216,0.1738,43.841,0.1738,74.384,0.1738,168.325,,,,,,
0.1739,0.365,0.1739,0.777,0.1739,1.091,0.1739,3.158,0.1739,9.989,0.1739,23.225,0.1739,43.854,0.1739,74.408,0.1739,168.385,,,,,,
0.174,0.365,0.174,0.777,0.174,1.091,0.174,3.159,0.174,9.993,0.174,23.234,0.174,43.866,0.174,74.433,0.174,168.446,,,,,,
0.1741,0.365,0.1741,0.778,0.1741,1.091,0.1741,3.16,0.1741,9.996,0.1741,23.243,0.1741,43.878,0.1741,74.457,0.1741,168.506,,,,,,
0.1742,0.366,0.1742,0.778,0.1742,1.092,0.1742,3.161,0.1742,9.999,0.1742,23.252,0.1742,43.89,0.1742,74.482,0.1742,168.566,,,,,,
0.1743,0.366,0.1743,0.778,0.1743,1.092,0.1743,3.163,0.1743,10.002,0.1743,23.261,0.1743,43.903,0.1743,74.506,0.1743,168.627,,,,,,
0.1744,0.366,0.1744,0.778,0.1744,1.092,0.1744,3.164,0.1744,10.006,0.1744,23.27,0.1744,43.915,0.1744,74.531,0.1744,168.687,,,,,,
0.1745,0.366,0.1745,0.779,0.1745,1.093,0.1745,3.165,0.1745,10.009,0.1745,23.279,0.1745,43.927,0.1745,74.556,0.1745,168.747,,,,,,
0.1746,0.366,0.1746,0.779,0.1746,1.093,0.1746,3.166,0.1746,10.012,0.1746,23.288,0.1746,43.939,0.1746,74.58,0.1746,168.808,,,,,,
0.1747,0.366,0.1747,0.779,0.1747,1.093,0.1747,3.168,0.1747,10.015,0.1747,23.297,0.1747,43.952,0.1747,74.605,0.1747,168.868,,,,,,
0.1748,0.366,0.1748,0.779,0.1748,1.094,0.1748,3.169,0.1748,10.019,0.1748,23.306,0.1748,43.964,0.1748,74.629,0.1748,168.928,,,,,,
0.1749,0.366,0.1749,0.78,0.1749,1.094,0.1749,3.17,0.1749,10.022,0.1749,23.315,0.1749,43.976,0.1749,74.654,0.1749,168.989,,,,,,
0.175,0.366,0.175,0.78,0.175,1.095,0.175,3.171,0.175,10.025,0.175,23.324,0.175,43.989,0.175,74.678,0.175,169.049,,,,,,
0.1751,0.366,0.1751,0.78,0.1751,1.095,0.1751,3.172,0.1751,10.029,0.1751,23.333,0.1751,44.001,0.1751,74.703,0.1751,169.11,,,,,,
0.1752,0.366,0.1752,0.781,0.1752,1.095,0.1752,3.174,0.1752,10.032,0.1752,23.342,0.1752,44.013,0.1752,74.727,0.1752,169.17,,,,,,
0.1753,0.367,0.1753,0.781,0.1753,1.096,0.1753,3.175,0.1753,10.035,0.1753,23.351,0.1753,44.025,0.1753,74.752,0.1753,169.23,,,,,,
0.1754,0.367,0.1754,0.781,0.1754,1.096,0.1754,3.176,0.1754,10.038,0.1754,23.36,0.1754,44.038,0.1754,74.777,0.1754,169.291,,,,,,
0.1755,0.367,0.1755,0.781,0.1755,1.096,0.1755,3.177,0.1755,10.042,0.1755,23.369,0.1755,44.05,0.1755,74.801,0.1755,169.351,,,,,,
0.1756,0.367,0.1756,0.782,0.1756,1.097,0.1756,3.179,0.1756,10.045,0.1756,23.378,0.1756,44.062,0.1756,74.826,0.1756,169.411,,,,,,
0.1757,0.367,0.1757,0.782,0.1757,1.097,0.1757,3.18,0.1757,10.048,0.1757,23.387,0.1757,44.075,0.1757,74.85,0.1757,169.472,,,,,,
0.1758,0.367,0.1758,0.782,0.1758,1.098,0.1758,3.181,0.1758,10.051,0.1758,23.396,0.1758,44.087,0.1758,74.875,0.1758,169.532,,,,,,
0.1759,0.367,0.1759,0.783,0.1759,1.098,0.1759,3.182,0.1759,10.055,0.1759,23.405,0.1759,44.099,0.1759,74.899,0.1759,169.592,,,,,,
0.176,0.367,0.176,0.783,0.176,1.098,0.176,3.184,0.176,10.058,0.176,23.414,0.176,44.111,0.176,74.924,0.176,169.653,,,,,,
0.1761,0.367,0.1761,0.783,0.1761,1.099,0.1761,3.185,0.1761,10.061,0.1761,23.423,0.1761,44.124,0.1761,74.948,0.1761,169.713,,,,,,
0.1762,0.367,0.1762,0.783,0.1762,1.099,0.1762,3.186,0.1762,10.065,0.1762,23.432,0.1762,44.136,0.1762,74.973,0.1762,169.773,,,,,,
0.1763,0.367,0.1763,0.784,0.1763,1.099,0.1763,3.187,0.1763,10.068,0.1763,23.441,0.1763,44.148,0.1763,74.997,0.1763,169.834,,,,,,
0.1764,0.367,0.1764,0.784,0.1764,1.1,0.1764,3.188,0.1764,10.071,0.1764,23.45,0.1764,44.16,0.1764,75.022,0.1764,169.894,,,,,,
0.1765,0.368,0.1765,0.784,0.1765,1.1,0.1765,3.19,0.1765,10.074,0.1765,23.459,0.1765,44.173,0.1765,75.047,0.1765,169.955,,,,,,
0.1766,0.368,0.1766,0.784,0.1766,1.1,0.1766,3.191,0.1766,10.078,0.1766,23.468,0.1766,44.185,0.1766,75.071,0.1766,170.015,,,,,,
0.1767,0.368,0.1767,0.785,0.1767,1.101,0.1767,3.192,0.1767,10.081,0.1767,23.477,0.1767,44.197,0.1767,75.096,0.1767,170.075,,,,,,
0.1768,0.368,0.1768,0.785,0.1768,1.101,0.1768,3.193,0.1768,10.084,0.1768,23.486,0.1768,44.21,0.1768,75.12,0.1768,170.136,,,,,,
0.1769,0.368,0.1769,0.785,0.1769,1.102,0.1769,3.195,0.1769,10.088,0.1769,23.495,0.1769,44.222,0.1769,75.145,0.1769,170.196,,,,,,
0.177,0.368,0.177,0.786,0.177,1.102,0.177,3.196,0.177,10.091,0.177,23.504,0.177,44.234,0.177,75.169,0.177,170.256,,,,,,
0.1771,0.368,0.1771,0.786,0.1771,1.102,0.1771,3.197,0.1771,10.094,0.1771,23.513,0.1771,44.246,0.1771,75.194,0.1771,170.317,,,,,,
0.1772,0.368,0.1772,0.786,0.1772,1.103,0.1772,3.198,0.1772,10.097,0.1772,23.522,0.1772,44.259,0.1772,75.218,0.1772,170.377,,,,,,
0.1773,0.368,0.1773,0.786,0.1773,1.103,0.1773,3.2,0.1773,10.101,0.1773,23.531,0.1773,44.271,0.1773,75.243,0.1773,170.437,,,,,,
0.1774,0.368,0.1774,0.787,0.1774,1.103,0.1774,3.201,0.1774,10.104,0.1774,23.54,0.1774,44.283,0.1774,75.268,0.1774,170.498,,,,,,
0.1775,0.368,0.1775,0.787,0.1775,1.104,0.1775,3.202,0.1775,10.107,0.1775,23.549,0.1775,44.295,0.1775,75.292,0.1775,170.558,,,,,,
0.1776,0.369,0.1776,0.787,0.1776,1.104,0.1776,3.203,0.1776,10.11,0.1776,23.558,0.1776,44.308,0.1776,75.317,0.1776,170.618,,,,,,
0.1777,0.369,0.1777,0.787,0.1777,1.105,0.1777,3.204,0.1777,10.114,0.1777,23.567,0.1777,44.32,0.1777,75.341,0.1777,170.679,,,,,,
0.1778,0.369,0.1778,0.788,0.1778,1.105,0.1778,3.206,0.1778,10.117,0.1778,23.576,0.1778,44.332,0.1778,75.366,0.1778,170.739,,,,,,
0.1779,0.369,0.1779,0.788,0.1779,1.105,0.1779,3.207,0.1779,10.12,0.1779,23.585,0.1779,44.345,0.1779,75.39,0.1779,170.8,,,,,,
0.178,0.369,0.178,0.788,0.178,1.106,0.178,3.208,0.178,10.124,0.178,23.594,0.178,44.357,0.178,75.415,0.178,170.86,,,,,,
0.1781,0.369,0.1781,0.789,0.1781,1.106,0.1781,3.209,0.1781,10.127,0.1781,23.603,0.1781,44.369,0.1781,75.439,0.1781,170.92,,,,,,
0.1782,0.369,0.1782,0.789,0.1782,1.106,0.1782,3.211,0.1782,10.13,0.1782,23.612,0.1782,44.381,0.1782,75.464,0.1782,170.981,,,,,,
0.1783,0.369,0.1783,0.789,0.1783,1.107,0.1783,3.212,0.1783,10.133,0.1783,23.621,0.1783,44.394,0.1783,75.489,0.1783,171.041,,,,,,
0.1784,0.369,0.1784,0.789,0.1784,1.107,0.1784,3.213,0.1784,10.137,0.1784,23.63,0.1784,44.406,0.1784,75.513,0.1784,171.101,,,,,,
0.1785,0.369,0.1785,0.79,0.1785,1.107,0.1785,3.214,0.1785,10.14,0.1785,23.639,0.1785,44.418,0.1785,75.538,0.1785,171.162,,,,,,
0.1786,0.369,0.1786,0.79,0.1786,1.108,0.1786,3.215,0.1786,10.143,0.1786,23.648,0.1786,44.431,0.1786,75.562,0.1786,171.222,,,,,,
0.1787,0.37,0.1787,0.79,0.1787,1.108,0.1787,3.217,0.1787,10.146,0.1787,23.657,0.1787,44.443,0.1787,75.587,0.1787,171.282,,,,,,
0.1788,0.37,0.1788,0.791,0.1788,1.109,0.1788,3.218,0.1788,10.15,0.1788,23.666,0.1788,44.455,0.1788,75.611,0.1788,171.343,,,,,,
0.1789,0.37,0.1789,0.791,0.1789,1.109,0.1789,3.219,0.1789,10.153,0.1789,23.675,0.1789,44.467,0.1789,75.636,0.1789,171.403,,,,,,
0.179,0.37,0.179,0.791,0.179,1.109,0.179,3.22,0.179,10.156,0.179,23.684,0.179,44.48,0.179,75.66,0.179,171.463,,,,,,
0.1791,0.37,0.1791,0.791,0.1791,1.11,0.1791,3.222,0.1791,10.16,0.1791,23.693,0.1791,44.492,0.1791,75.685,0.1791,171.524,,,,,,
0.1792,0.37,0.1792,0.792,0.1792,1.11,0.1792,3.223,0.1792,10.163,0.1792,23.702,0.1792,44.504,0.1792,75.709,0.1792,171.584,,,,,,
0.1793,0.37,0.1793,0.792,0.1793,1.11,0.1793,3.224,0.1793,10.166,0.1793,23.711,0.1793,44.516,0.1793,75.734,0.1793,171.645,,,,,,
0.1794,0.37,0.1794,0.792,0.1794,1.111,0.1794,3.225,0.1794,10.169,0.1794,23.72,0.1794,44.529,0.1794,75.759,0.1794,171.705,,,,,,
0.1795,0.37,0.1795,0.792,0.1795,1.111,0.1795,3.227,0.1795,10.173,0.1795,23.729,0.1795,44.541,0.1795,75.783,0.1795,171.765,,,,,,
0.1796,0.37,0.1796,0.793,0.1796,1.112,0.1796,3.228,0.1796,10.176,0.1796,23.738,0.1796,44.553,0.1796,75.808,0.1796,171.826,,,,,,
0.1797,0.37,0.1797,0.793,0.1797,1.112,0.1797,3.229,0.1797,10.179,0.1797,23.747,0.1797,44.566,0.1797,75.832,0.1797,171.886,,,,,,
0.1798,0.371,0.1798,0.793,0.1798,1.112,0.1798,3.23,0.1798,10.182,0.1798,23.756,0.1798,44.578,0.1798,75.857,0.1798,171.946,,,,,,
0.1799,0.371,0.1799,0.794,0.1799,1.113,0.1799,3.231,0.1799,10.186,0.1799,23.765,0.1799,44.59,0.1799,75.881,0.1799,172.007,,,,,,
0.18,0.371,0.18,0.794,0.18,1.113,0.18,3.233,0.18,10.189,0.18,23.774,0.18,44.602,0.18,75.906,0.18,172.067,,,,,,
0.1801,0.371,0.1801,0.794,0.1801,1.113,0.1801,3.234,0.1801,10.192,0.1801,23.783,0.1801,44.615,0.1801,75.93,0.1801,172.127,,,,,,
0.1802,0.371,0.1802,0.794,0.1802,1.114,0.1802,3.235,0.1802,10.196,0.1802,23.792,0.1802,44.627,0.1802,75.955,0.1802,172.188,,,,,,
0.1803,0.371,0.1803,0.795,0.1803,1.114,0.1803,3.236,0.1803,10.199,0.1803,23.801,0.1803,44.639,0.1803,75.98,0.1803,172.248,,,,,,
0.1804,0.371,0.1804,0.795,0.1804,1.114,0.1804,3.238,0.1804,10.202,0.1804,23.81,0.1804,44.651,0.1804,76.004,0.1804,172.308,,,,,,
0.1805,0.371,0.1805,0.795,0.1805,1.115,0.1805,3.239,0.1805,10.205,0.1805,23.819,0.1805,44.664,0.1805,76.029,0.1805,172.369,,,,,,
0.1806,0.371,0.1806,0.795,0.1806,1.115,0.1806,3.24,0.1806,10.209,0.1806,23.828,0.1806,44.676,0.1806,76.053,0.1806,172.429,,,,,,
0.1807,0.371,0.1807,0.796,0.1807,1.116,0.1807,3.241,0.1807,10.212,0.1807,23.837,0.1807,44.688,0.1807,76.078,0.1807,172.49,,,,,,
0.1808,0.371,0.1808,0.796,0.1808,1.116,0.1808,3.242,0.1808,10.215,0.1808,23.846,0.1808,44.701,0.1808,76.102,0.1808,172.55,,,,,,
0.1809,0.372,0.1809,0.796,0.1809,1.116,0.1809,3.244,0.1809,10.218,0.1809,23.855,0.1809,44.713,0.1809,76.127,0.1809,172.61,,,,,,
0.181,0.372,0.181,0.797,0.181,1.117,0.181,3.245,0.181,10.222,0.181,23.864,0.181,44.725,0.181,76.151,0.181,172.671,,,,,,
0.1811,0.372,0.1811,0.797,0.1811,1.117,0.1811,3.246,0.1811,10.225,0.1811,23.873,0.1811,44.737,0.1811,76.176,0.1811,172.731,,,,,,
0.1812,0.372,0.1812,0.797,0.1812,1.117,0.1812,3.247,0.1812,10.228,0.1812,23.882,0.1812,44.75,0.1812,76.201,0.1812,172.791,,,,,,
0.1813,0.372,0.1813,0.797,0.1813,1.118,0.1813,3.249,0.1813,10.232,0.1813,23.891,0.1813,44.762,0.1813,76.225,0.1813,172.852,,,,,,
0.1814,0.372,0.1814,0.798,0.1814,1.118,0.1814,3.25,0.1814,10.235,0.1814,23.9,0.1814,44.774,0.1814,76.25,0.1814,172.912,,,,,,
0.1815,0.372,0.1815,0.798,0.1815,1.119,0.1815,3.251,0.1815,10.238,0.1815,23.909,0.1815,44.787,0.1815,76.274,0.1815,172.972,,,,,,
0.1816,0.372,0.1816,0.798,0.1816,1.119,0.1816,3.252,0.1816,10.241,0.1816,23.918,0.1816,44.799,0.1816,76.299,0.1816,173.033,,,,,,
0.1817,0.372,0.1817,0.799,0.1817,1.119,0.1817,3.254,0.1817,10.245,0.1817,23.927,0.1817,44.811,0.1817,76.323,0.1817,173.093,,,,,,
0.1818,0.372,0.1818,0.799,0.1818,1.12,0.1818,3.255,0.1818,10.248,0.1818,23.936,0.1818,44.823,0.1818,76.348,0.1818,173.153,,,,,,
0.1819,0.372,0.1819,0.799,0.1819,1.12,0.1819,3.256,0.1819,10.251,0.1819,23.945,0.1819,44.836,0.1819,76.372,0.1819,173.214,,,,,,
0.182,0.373,0.182,0.799,0.182,1.12,0.182,3.257,0.182,10.254,0.182,23.954,0.182,44.848,0.182,76.397,0.182,173.274,,,,,,
0.1821,0.373,0.1821,0.8,0.1821,1.121,0.1821,3.258,0.1821,10.258,0.1821,23.963,0.1821,44.86,0.1821,76.421,0.1821,173.335,,,,,,
0.1822,0.373,0.1822,0.8,0.1822,1.121,0.1822,3.26,0.1822,10.261,0.1822,23.972,0.1822,44.872,0.1822,76.446,0.1822,173.395,,,,,,
0.1823,0.373,0.1823,0.8,0.1823,1.121,0.1823,3.261,0.1823,10.264,0.1823,23.981,0.1823,44.885,0.1823,76.471,0.1823,173.455,,,,,,
0.1824,0.373,0.1824,0.8,0.1824,1.122,0.1824,3.262,0.1824,10.268,0.1824,23.99,0.1824,44.897,0.1824,76.495,0.1824,173.516,,,,,,
0.1825,0.373,0.1825,0.801,0.1825,1.122,0.1825,3.263,0.1825,10.271,0.1825,23.999,0.1825,44.909,0.1825,76.52,0.1825,173.576,,,,,,
0.1826,0.373,0.1826,0.801,0.1826,1.123,0.1826,3.265,0.1826,10.274,0.1826,24.008,0.1826,44.922,0.1826,76.544,0.1826,173.636,,,,,,
0.1827,0.373,0.1827,0.801,0.1827,1.123,0.1827,3.266,0.1827,10.277,0.1827,24.017,0.1827,44.934,0.1827,76.569,0.1827,173.697,,,,,,
0.1828,0.373,0.1828,0.802,0.1828,1.123,0.1828,3.267,0.1828,10.281,0.1828,24.026,0.1828,44.946,0.1828,76.593,0.1828,173.757,,,,,,
0.1829,0.373,0.1829,0.802,0.1829,1.124,0.1829,3.268,0.1829,10.284,0.1829,24.035,0.1829,44.958,0.1829,76.618,0.1829,173.817,,,,,,
0.183,0.373,0.183,0.802,0.183,1.124,0.183,3.269,0.183,10.287,0.183,24.044,0.183,44.971,0.183,76.642,0.183,173.878,,,,,,
0.1831,0.374,0.1831,0.802,0.1831,1.124,0.1831,3.271,0.1831,10.29,0.1831,24.053,0.1831,44.983,0.1831,76.667,0.1831,173.938,,,,,,
0.1832,0.374,0.1832,0.803,0.1832,1.125,0.1832,3.272,0.1832,10.294,0.1832,24.062,0.1832,44.995,0.1832,76.692,0.1832,173.998,,,,,,
0.1833,0.374,0.1833,0.803,0.1833,1.125,0.1833,3.273,0.1833,10.297,0.1833,24.071,0.1833,45.007,0.1833,76.716,0.1833,174.059,,,,,,
0.1834,0.374,0.1834,0.803,0.1834,1.126,0.1834,3.274,0.1834,10.3,0.1834,24.08,0.1834,45.02,0.1834,76.741,0.1834,174.119,,,,,,
0.1835,0.374,0.1835,0.804,0.1835,1.126,0.1835,3.276,0.1835,10.304,0.1835,24.089,0.1835,45.032,0.1835,76.765,0.1835,174.18,,,,,,
0.1836,0.374,0.1836,0.804,0.1836,1.126,0.1836,3.277,0.1836,10.307,0.1836,24.098,0.1836,45.044,0.1836,76.79,0.1836,174.24,,,,,,
0.1837,0.374,0.1837,0.804,0.1837,1.127,0.1837,3.278,0.1837,10.31,0.1837,24.107,0.1837,45.057,0.1837,76.814,0.1837,174.3,,,,,,
0.1838,0.374,0.1838,0.804,0.1838,1.127,0.1838,3.279,0.1838,10.313,0.1838,24.116,0.1838,45.069,0.1838,76.839,0.1838,174.361,,,,,,
0.1839,0.374,0.1839,0.805,0.1839,1.127,0.1839,3.281,0.1839,10.317,0.1839,24.125,0.1839,45.081,0.1839,76.863,0.1839,174.421,,,,,,
0.184,0.374,0.184,0.805,0.184,1.128,0.184,3.282,0.184,10.32,0.184,24.134,0.184,45.093,0.184,76.888,0.184,174.481,,,,,,
0.1841,0.374,0.1841,0.805,0.1841,1.128,0.1841,3.283,0.1841,10.323,0.1841,24.143,0.1841,45.106,0.1841,76.913,0.1841,174.542,,,,,,
0.1842,0.375,0.1842,0.805,0.1842,1.128,0.1842,3.284,0.1842,10.326,0.1842,24.152,0.1842,45.118,0.1842,76.937,0.1842,174.602,,,,,,
0.1843,0.375,0.1843,0.806,0.1843,1.129,0.1843,3.285,0.1843,10.33,0.1843,24.161,0.1843,45.13,0.1843,76.962,0.1843,174.662,,,,,,
0.1844,0.375,0.1844,0.806,0.1844,1.129,0.1844,3.287,0.1844,10.333,0.1844,24.17,0.1844,45.143,0.1844,76.986,0.1844,174.723,,,,,,
0.1845,0.375,0.1845,0.806,0.1845,1.13,0.1845,3.288,0.1845,10.336,0.1845,24.179,0.1845,45.155,0.1845,77.011,0.1845,174.783,,,,,,
0.1846,0.375,0.1846,0.807,0.1846,1.13,0.1846,3.289,0.1846,10.34,0.1846,24.188,0.1846,45.167,0.1846,77.035,0.1846,174.843,,,,,,
0.1847,0.375,0.1847,0.807,0.1847,1.13,0.1847,3.29,0.1847,10.343,0.1847,24.197,0.1847,45.179,0.1847,77.06,0.1847,174.904,,,,,,
0.1848,0.375,0.1848,0.807,0.1848,1.131,0.1848,3.292,0.1848,10.346,0.1848,24.206,0.1848,45.192,0.1848,77.084,0.1848,174.964,,,,,,
0.1849,0.375,0.1849,0.807,0.1849,1.131,0.1849,3.293,0.1849,10.349,0.1849,24.215,0.1849,45.204,0.1849,77.109,0.1849,175.024,,,,,,
0.185,0.375,0.185,0.808,0.185,1.131,0.185,3.294,0.185,10.353,0.185,24.224,0.185,45.216,0.185,77.133,0.185,175.085,,,,,,
0.1851,0.375,0.1851,0.808,0.1851,1.132,0.1851,3.295,0.1851,10.356,0.1851,24.233,0.1851,45.228,0.1851,77.158,0.1851,175.145,,,,,,
0.1852,0.375,0.1852,0.808,0.1852,1.132,0.1852,3.296,0.1852,10.359,0.1852,24.242,0.1852,45.241,0.1852,77.183,0.1852,175.206,,,,,,
0.1853,0.376,0.1853,0.808,0.1853,1.133,0.1853,3.298,0.1853,10.362,0.1853,24.251,0.1853,45.253,0.1853,77.207,0.1853,175.266,,,,,,
0.1854,0.376,0.1854,0.809,0.1854,1.133,0.1854,3.299,0.1854,10.366,0.1854,24.26,0.1854,45.265,0.1854,77.232,0.1854,175.326,,,,,,
0.1855,0.376,0.1855,0.809,0.1855,1.133,0.1855,3.3,0.1855,10.369,0.1855,24.269,0.1855,45.278,0.1855,77.256,0.1855,175.387,,,,,,
0.1856,0.376,0.1856,0.809,0.1856,1.134,0.1856,3.301,0.1856,10.372,0.1856,24.278,0.1856,45.29,0.1856,77.281,0.1856,175.447,,,,,,
0.1857,0.376,0.1857,0.81,0.1857,1.134,0.1857,3.303,0.1857,10.376,0.1857,24.287,0.1857,45.302,0.1857,77.305,0.1857,175.507,,,,,,
