6mm Copper Pipe,,8mm Copper Pipe,,10mm Copper Pipe,,15mm Copper Pipe,,20mm Copper Pipe,,25mm Copper Pipe,,32mm Copper Pipe,,40mm Copper Pipe,,50mm Copper Pipe,,65mm Copper Pipe,,80mm Copper Pipe,,100mm Copper Pipe,
kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h,kPa/m,m³/h
0.4268,0.613,0.4268,1.297,0.4268,1.866,0.4268,4.925,0.4268,16.916,0.4268,37.924,0.4268,73.054,0.4268,126.397,,,,,,,,
0.4269,0.613,0.4269,1.298,0.4269,1.867,0.4269,4.926,0.4269,16.918,0.4269,37.928,0.4269,73.063,0.4269,126.414,,,,,,,,
0.427,0.613,0.427,1.298,0.427,1.867,0.427,4.927,0.427,16.92,0.427,37.932,0.427,73.072,0.427,126.431,,,,,,,,
0.4271,0.613,0.4271,1.298,0.4271,1.867,0.4271,4.928,0.4271,16.922,0.4271,37.937,0.4271,73.081,0.4271,126.449,,,,,,,,
0.4272,0.613,0.4272,1.298,0.4272,1.867,0.4272,4.928,0.4272,16.924,0.4272,37.941,0.4272,73.091,0.4272,126.466,,,,,,,,
0.4273,0.613,0.4273,1.298,0.4273,1.867,0.4273,4.929,0.4273,16.926,0.4273,37.945,0.4273,73.1,0.4273,126.484,,,,,,,,
0.4274,0.613,0.4274,1.299,0.4274,1.868,0.4274,4.93,0.4274,16.928,0.4274,37.949,0.4274,73.109,0.4274,126.501,,,,,,,,
0.4275,0.613,0.4275,1.299,0.4275,1.868,0.4275,4.931,0.4275,16.93,0.4275,37.953,0.4275,73.118,0.4275,126.518,,,,,,,,
0.4276,0.613,0.4276,1.299,0.4276,1.868,0.4276,4.932,0.4276,16.933,0.4276,37.957,0.4276,73.127,0.4276,126.536,,,,,,,,
0.4277,0.613,0.4277,1.299,0.4277,1.868,0.4277,4.932,0.4277,16.935,0.4277,37.961,0.4277,73.137,0.4277,126.553,,,,,,,,
0.4278,0.613,0.4278,1.299,0.4278,1.869,0.4278,4.933,0.4278,16.937,0.4278,37.965,0.4278,73.146,0.4278,126.571,,,,,,,,
0.4279,0.613,0.4279,1.299,0.4279,1.869,0.4279,4.934,0.4279,16.939,0.4279,37.969,0.4279,73.155,0.4279,126.588,,,,,,,,
0.428,0.613,0.428,1.3,0.428,1.869,0.428,4.935,0.428,16.941,0.428,37.973,0.428,73.164,0.428,126.605,,,,,,,,
0.4281,0.613,0.4281,1.3,0.4281,1.869,0.4281,4.936,0.4281,16.943,0.4281,37.978,0.4281,73.173,0.4281,126.623,,,,,,,,
0.4282,0.614,0.4282,1.3,0.4282,1.87,0.4282,4.937,0.4282,16.945,0.4282,37.982,0.4282,73.183,0.4282,126.64,,,,,,,,
0.4283,0.614,0.4283,1.3,0.4283,1.87,0.4283,4.937,0.4283,16.947,0.4283,37.986,0.4283,73.192,0.4283,126.657,,,,,,,,
0.4284,0.614,0.4284,1.3,0.4284,1.87,0.4284,4.938,0.4284,16.949,0.4284,37.99,0.4284,73.201,0.4284,126.675,,,,,,,,
0.4285,0.614,0.4285,1.301,0.4285,1.87,0.4285,4.939,0.4285,16.951,0.4285,37.994,0.4285,73.21,0.4285,126.692,,,,,,,,
0.4286,0.614,0.4286,1.301,0.4286,1.871,0.4286,4.94,0.4286,16.953,0.4286,37.998,0.4286,73.22,0.4286,126.71,,,,,,,,
0.4287,0.614,0.4287,1.301,0.4287,1.871,0.4287,4.941,0.4287,16.955,0.4287,38.002,0.4287,73.229,0.4287,126.727,,,,,,,,
0.4288,0.614,0.4288,1.301,0.4288,1.871,0.4288,4.941,0.4288,16.957,0.4288,38.006,0.4288,73.238,0.4288,126.744,,,,,,,,
0.4289,0.614,0.4289,1.301,0.4289,1.871,0.4289,4.942,0.4289,16.959,0.4289,38.01,0.4289,73.247,0.4289,126.762,,,,,,,,
0.429,0.614,0.429,1.301,0.429,1.872,0.429,4.943,0.429,16.961,0.429,38.014,0.429,73.256,0.429,126.779,,,,,,,,
0.4291,0.614,0.4291,1.302,0.4291,1.872,0.4291,4.944,0.4291,16.963,0.4291,38.018,0.4291,73.266,0.4291,126.797,,,,,,,,
0.4292,0.614,0.4292,1.302,0.4292,1.872,0.4292,4.945,0.4292,16.965,0.4292,38.023,0.4292,73.275,0.4292,126.814,,,,,,,,
0.4293,0.614,0.4293,1.302,0.4293,1.872,0.4293,4.946,0.4293,16.967,0.4293,38.027,0.4293,73.284,0.4293,126.831,,,,,,,,
0.4294,0.614,0.4294,1.302,0.4294,1.873,0.4294,4.946,0.4294,16.969,0.4294,38.031,0.4294,73.293,0.4294,126.849,,,,,,,,
0.4295,0.614,0.4295,1.302,0.4295,1.873,0.4295,4.947,0.4295,16.971,0.4295,38.035,0.4295,73.302,0.4295,126.866,,,,,,,,
0.4296,0.615,0.4296,1.303,0.4296,1.873,0.4296,4.948,0.4296,16.973,0.4296,38.039,0.4296,73.312,0.4296,126.884,,,,,,,,
0.4297,0.615,0.4297,1.303,0.4297,1.873,0.4297,4.949,0.4297,16.976,0.4297,38.043,0.4297,73.321,0.4297,126.901,,,,,,,,
0.4298,0.615,0.4298,1.303,0.4298,1.874,0.4298,4.95,0.4298,16.978,0.4298,38.047,0.4298,73.33,0.4298,126.918,,,,,,,,
0.4299,0.615,0.4299,1.303,0.4299,1.874,0.4299,4.95,0.4299,16.98,0.4299,38.051,0.4299,73.339,0.4299,126.936,,,,,,,,
0.43,0.615,0.43,1.303,0.43,1.874,0.43,4.951,0.43,16.982,0.43,38.055,0.43,73.348,0.43,126.953,,,,,,,,
0.4301,0.615,0.4301,1.303,0.4301,1.874,0.4301,4.952,0.4301,16.984,0.4301,38.059,0.4301,73.358,0.4301,126.971,,,,,,,,
0.4302,0.615,0.4302,1.304,0.4302,1.875,0.4302,4.953,0.4302,16.986,0.4302,38.063,0.4302,73.367,0.4302,126.988,,,,,,,,
0.4303,0.615,0.4303,1.304,0.4303,1.875,0.4303,4.954,0.4303,16.988,0.4303,38.068,0.4303,73.376,0.4303,127.005,,,,,,,,
0.4304,0.615,0.4304,1.304,0.4304,1.875,0.4304,4.955,0.4304,16.99,0.4304,38.072,0.4304,73.385,0.4304,127.023,,,,,,,,
0.4305,0.615,0.4305,1.304,0.4305,1.875,0.4305,4.955,0.4305,16.992,0.4305,38.076,0.4305,73.394,0.4305,127.04,,,,,,,,
0.4306,0.615,0.4306,1.304,0.4306,1.876,0.4306,4.956,0.4306,16.994,0.4306,38.08,0.4306,73.404,0.4306,127.057,,,,,,,,
0.4307,0.615,0.4307,1.305,0.4307,1.876,0.4307,4.957,0.4307,16.996,0.4307,38.084,0.4307,73.413,0.4307,127.075,,,,,,,,
0.4308,0.615,0.4308,1.305,0.4308,1.876,0.4308,4.958,0.4308,16.998,0.4308,38.088,0.4308,73.422,0.4308,127.092,,,,,,,,
0.4309,0.615,0.4309,1.305,0.4309,1.876,0.4309,4.959,0.4309,17,0.4309,38.092,0.4309,73.431,0.4309,127.11,,,,,,,,
0.431,0.616,0.431,1.305,0.431,1.877,0.431,4.959,0.431,17.002,0.431,38.096,0.431,73.44,0.431,127.127,,,,,,,,
0.4311,0.616,0.4311,1.305,0.4311,1.877,0.4311,4.96,0.4311,17.004,0.4311,38.1,0.4311,73.45,0.4311,127.144,,,,,,,,
0.4312,0.616,0.4312,1.305,0.4312,1.877,0.4312,4.961,0.4312,17.006,0.4312,38.104,0.4312,73.459,0.4312,127.162,,,,,,,,
0.4313,0.616,0.4313,1.306,0.4313,1.877,0.4313,4.962,0.4313,17.008,0.4313,38.108,0.4313,73.468,0.4313,127.179,,,,,,,,
0.4314,0.616,0.4314,1.306,0.4314,1.878,0.4314,4.963,0.4314,17.01,0.4314,38.113,0.4314,73.477,0.4314,127.197,,,,,,,,
0.4315,0.616,0.4315,1.306,0.4315,1.878,0.4315,4.964,0.4315,17.012,0.4315,38.117,0.4315,73.487,0.4315,127.214,,,,,,,,
0.4316,0.616,0.4316,1.306,0.4316,1.878,0.4316,4.964,0.4316,17.014,0.4316,38.121,0.4316,73.496,0.4316,127.231,,,,,,,,
0.4317,0.616,0.4317,1.306,0.4317,1.878,0.4317,4.965,0.4317,17.016,0.4317,38.125,0.4317,73.505,0.4317,127.249,,,,,,,,
0.4318,0.616,0.4318,1.307,0.4318,1.879,0.4318,4.966,0.4318,17.018,0.4318,38.129,0.4318,73.514,0.4318,127.266,,,,,,,,
0.4319,0.616,0.4319,1.307,0.4319,1.879,0.4319,4.967,0.4319,17.021,0.4319,38.133,0.4319,73.523,0.4319,127.284,,,,,,,,
0.432,0.616,0.432,1.307,0.432,1.879,0.432,4.968,0.432,17.023,0.432,38.137,0.432,73.533,0.432,127.301,,,,,,,,
0.4321,0.616,0.4321,1.307,0.4321,1.879,0.4321,4.968,0.4321,17.025,0.4321,38.141,0.4321,73.542,0.4321,127.318,,,,,,,,
0.4322,0.616,0.4322,1.307,0.4322,1.88,0.4322,4.969,0.4322,17.027,0.4322,38.145,0.4322,73.551,0.4322,127.336,,,,,,,,
0.4323,0.616,0.4323,1.308,0.4323,1.88,0.4323,4.97,0.4323,17.029,0.4323,38.149,0.4323,73.56,0.4323,127.353,,,,,,,,
0.4324,0.617,0.4324,1.308,0.4324,1.88,0.4324,4.971,0.4324,17.031,0.4324,38.153,0.4324,73.569,0.4324,127.371,,,,,,,,
0.4325,0.617,0.4325,1.308,0.4325,1.88,0.4325,4.972,0.4325,17.033,0.4325,38.158,0.4325,73.579,0.4325,127.388,,,,,,,,
0.4326,0.617,0.4326,1.308,0.4326,1.881,0.4326,4.973,0.4326,17.035,0.4326,38.162,0.4326,73.588,0.4326,127.405,,,,,,,,
0.4327,0.617,0.4327,1.308,0.4327,1.881,0.4327,4.973,0.4327,17.037,0.4327,38.166,0.4327,73.597,0.4327,127.423,,,,,,,,
0.4328,0.617,0.4328,1.308,0.4328,1.881,0.4328,4.974,0.4328,17.039,0.4328,38.17,0.4328,73.606,0.4328,127.44,,,,,,,,
0.4329,0.617,0.4329,1.309,0.4329,1.881,0.4329,4.975,0.4329,17.041,0.4329,38.174,0.4329,73.615,0.4329,127.457,,,,,,,,
0.433,0.617,0.433,1.309,0.433,1.881,0.433,4.976,0.433,17.043,0.433,38.178,0.433,73.625,0.433,127.475,,,,,,,,
0.4331,0.617,0.4331,1.309,0.4331,1.882,0.4331,4.977,0.4331,17.045,0.4331,38.182,0.4331,73.634,0.4331,127.492,,,,,,,,
0.4332,0.617,0.4332,1.309,0.4332,1.882,0.4332,4.977,0.4332,17.047,0.4332,38.186,0.4332,73.643,0.4332,127.51,,,,,,,,
0.4333,0.617,0.4333,1.309,0.4333,1.882,0.4333,4.978,0.4333,17.049,0.4333,38.19,0.4333,73.652,0.4333,127.527,,,,,,,,
0.4334,0.617,0.4334,1.31,0.4334,1.882,0.4334,4.979,0.4334,17.051,0.4334,38.194,0.4334,73.661,0.4334,127.544,,,,,,,,
0.4335,0.617,0.4335,1.31,0.4335,1.883,0.4335,4.98,0.4335,17.053,0.4335,38.198,0.4335,73.671,0.4335,127.562,,,,,,,,
0.4336,0.617,0.4336,1.31,0.4336,1.883,0.4336,4.981,0.4336,17.055,0.4336,38.203,0.4336,73.68,0.4336,127.579,,,,,,,,
0.4337,0.617,0.4337,1.31,0.4337,1.883,0.4337,4.982,0.4337,17.057,0.4337,38.207,0.4337,73.689,0.4337,127.597,,,,,,,,
0.4338,0.618,0.4338,1.31,0.4338,1.883,0.4338,4.982,0.4338,17.059,0.4338,38.211,0.4338,73.698,0.4338,127.614,,,,,,,,
0.4339,0.618,0.4339,1.31,0.4339,1.884,0.4339,4.983,0.4339,17.061,0.4339,38.215,0.4339,73.707,0.4339,127.631,,,,,,,,
0.434,0.618,0.434,1.311,0.434,1.884,0.434,4.984,0.434,17.063,0.434,38.219,0.434,73.717,0.434,127.649,,,,,,,,
0.4341,0.618,0.4341,1.311,0.4341,1.884,0.4341,4.985,0.4341,17.066,0.4341,38.223,0.4341,73.726,0.4341,127.666,,,,,,,,
0.4342,0.618,0.4342,1.311,0.4342,1.884,0.4342,4.986,0.4342,17.068,0.4342,38.227,0.4342,73.735,0.4342,127.684,,,,,,,,
0.4343,0.618,0.4343,1.311,0.4343,1.885,0.4343,4.986,0.4343,17.07,0.4343,38.231,0.4343,73.744,0.4343,127.701,,,,,,,,
0.4344,0.618,0.4344,1.311,0.4344,1.885,0.4344,4.987,0.4344,17.072,0.4344,38.235,0.4344,73.754,0.4344,127.718,,,,,,,,
0.4345,0.618,0.4345,1.312,0.4345,1.885,0.4345,4.988,0.4345,17.074,0.4345,38.239,0.4345,73.763,0.4345,127.736,,,,,,,,
0.4346,0.618,0.4346,1.312,0.4346,1.885,0.4346,4.989,0.4346,17.076,0.4346,38.243,0.4346,73.772,0.4346,127.753,,,,,,,,
0.4347,0.618,0.4347,1.312,0.4347,1.886,0.4347,4.99,0.4347,17.078,0.4347,38.248,0.4347,73.781,0.4347,127.771,,,,,,,,
0.4348,0.618,0.4348,1.312,0.4348,1.886,0.4348,4.991,0.4348,17.08,0.4348,38.252,0.4348,73.79,0.4348,127.788,,,,,,,,
0.4349,0.618,0.4349,1.312,0.4349,1.886,0.4349,4.991,0.4349,17.082,0.4349,38.256,0.4349,73.8,0.4349,127.805,,,,,,,,
0.435,0.618,0.435,1.312,0.435,1.886,0.435,4.992,0.435,17.084,0.435,38.26,0.435,73.809,0.435,127.823,,,,,,,,
0.4351,0.618,0.4351,1.313,0.4351,1.887,0.4351,4.993,0.4351,17.086,0.4351,38.264,0.4351,73.818,0.4351,127.84,,,,,,,,
0.4352,0.619,0.4352,1.313,0.4352,1.887,0.4352,4.994,0.4352,17.088,0.4352,38.268,0.4352,73.827,0.4352,127.857,,,,,,,,
0.4353,0.619,0.4353,1.313,0.4353,1.887,0.4353,4.995,0.4353,17.09,0.4353,38.272,0.4353,73.836,0.4353,127.875,,,,,,,,
0.4354,0.619,0.4354,1.313,0.4354,1.887,0.4354,4.995,0.4354,17.092,0.4354,38.276,0.4354,73.846,0.4354,127.892,,,,,,,,
0.4355,0.619,0.4355,1.313,0.4355,1.888,0.4355,4.996,0.4355,17.094,0.4355,38.28,0.4355,73.855,0.4355,127.91,,,,,,,,
0.4356,0.619,0.4356,1.314,0.4356,1.888,0.4356,4.997,0.4356,17.096,0.4356,38.284,0.4356,73.864,0.4356,127.927,,,,,,,,
0.4357,0.619,0.4357,1.314,0.4357,1.888,0.4357,4.998,0.4357,17.098,0.4357,38.288,0.4357,73.873,0.4357,127.944,,,,,,,,
0.4358,0.619,0.4358,1.314,0.4358,1.888,0.4358,4.999,0.4358,17.1,0.4358,38.293,0.4358,73.882,0.4358,127.962,,,,,,,,
0.4359,0.619,0.4359,1.314,0.4359,1.889,0.4359,5,0.4359,17.102,0.4359,38.297,0.4359,73.892,0.4359,127.979,,,,,,,,
0.436,0.619,0.436,1.314,0.436,1.889,0.436,5,0.436,17.104,0.436,38.301,0.436,73.901,0.436,127.997,,,,,,,,
0.4361,0.619,0.4361,1.315,0.4361,1.889,0.4361,5.001,0.4361,17.106,0.4361,38.305,0.4361,73.91,0.4361,128.014,,,,,,,,
0.4362,0.619,0.4362,1.315,0.4362,1.889,0.4362,5.002,0.4362,17.108,0.4362,38.309,0.4362,73.919,0.4362,128.031,,,,,,,,
0.4363,0.619,0.4363,1.315,0.4363,1.89,0.4363,5.003,0.4363,17.111,0.4363,38.313,0.4363,73.928,0.4363,128.049,,,,,,,,
0.4364,0.619,0.4364,1.315,0.4364,1.89,0.4364,5.004,0.4364,17.113,0.4364,38.317,0.4364,73.938,0.4364,128.066,,,,,,,,
0.4365,0.619,0.4365,1.315,0.4365,1.89,0.4365,5.004,0.4365,17.115,0.4365,38.321,0.4365,73.947,0.4365,128.084,,,,,,,,
0.4366,0.62,0.4366,1.315,0.4366,1.89,0.4366,5.005,0.4366,17.117,0.4366,38.325,0.4366,73.956,0.4366,128.101,,,,,,,,
0.4367,0.62,0.4367,1.316,0.4367,1.891,0.4367,5.006,0.4367,17.119,0.4367,38.329,0.4367,73.965,0.4367,128.118,,,,,,,,
0.4368,0.62,0.4368,1.316,0.4368,1.891,0.4368,5.007,0.4368,17.121,0.4368,38.334,0.4368,73.974,0.4368,128.136,,,,,,,,
0.4369,0.62,0.4369,1.316,0.4369,1.891,0.4369,5.008,0.4369,17.123,0.4369,38.338,0.4369,73.984,0.4369,128.153,,,,,,,,
0.437,0.62,0.437,1.316,0.437,1.891,0.437,5.009,0.437,17.125,0.437,38.342,0.437,73.993,0.437,128.17,,,,,,,,
0.4371,0.62,0.4371,1.316,0.4371,1.892,0.4371,5.009,0.4371,17.127,0.4371,38.346,0.4371,74.002,0.4371,128.188,,,,,,,,
0.4372,0.62,0.4372,1.317,0.4372,1.892,0.4372,5.01,0.4372,17.129,0.4372,38.35,0.4372,74.011,0.4372,128.205,,,,,,,,
0.4373,0.62,0.4373,1.317,0.4373,1.892,0.4373,5.011,0.4373,17.131,0.4373,38.354,0.4373,74.021,0.4373,128.223,,,,,,,,
0.4374,0.62,0.4374,1.317,0.4374,1.892,0.4374,5.012,0.4374,17.133,0.4374,38.358,0.4374,74.03,0.4374,128.24,,,,,,,,
0.4375,0.62,0.4375,1.317,0.4375,1.893,0.4375,5.013,0.4375,17.135,0.4375,38.362,0.4375,74.039,0.4375,128.257,,,,,,,,
0.4376,0.62,0.4376,1.317,0.4376,1.893,0.4376,5.013,0.4376,17.137,0.4376,38.366,0.4376,74.048,0.4376,128.275,,,,,,,,
0.4377,0.62,0.4377,1.317,0.4377,1.893,0.4377,5.014,0.4377,17.139,0.4377,38.37,0.4377,74.057,0.4377,128.292,,,,,,,,
0.4378,0.62,0.4378,1.318,0.4378,1.893,0.4378,5.015,0.4378,17.141,0.4378,38.374,0.4378,74.067,0.4378,128.31,,,,,,,,
0.4379,0.62,0.4379,1.318,0.4379,1.894,0.4379,5.016,0.4379,17.143,0.4379,38.379,0.4379,74.076,0.4379,128.327,,,,,,,,
0.438,0.621,0.438,1.318,0.438,1.894,0.438,5.017,0.438,17.145,0.438,38.383,0.438,74.085,0.438,128.344,,,,,,,,
0.4381,0.621,0.4381,1.318,0.4381,1.894,0.4381,5.018,0.4381,17.147,0.4381,38.387,0.4381,74.094,0.4381,128.362,,,,,,,,
0.4382,0.621,0.4382,1.318,0.4382,1.894,0.4382,5.018,0.4382,17.149,0.4382,38.391,0.4382,74.103,0.4382,128.379,,,,,,,,
0.4383,0.621,0.4383,1.319,0.4383,1.894,0.4383,5.019,0.4383,17.151,0.4383,38.395,0.4383,74.113,0.4383,128.397,,,,,,,,
0.4384,0.621,0.4384,1.319,0.4384,1.895,0.4384,5.02,0.4384,17.154,0.4384,38.399,0.4384,74.122,0.4384,128.414,,,,,,,,
0.4385,0.621,0.4385,1.319,0.4385,1.895,0.4385,5.021,0.4385,17.156,0.4385,38.403,0.4385,74.131,0.4385,128.431,,,,,,,,
0.4386,0.621,0.4386,1.319,0.4386,1.895,0.4386,5.022,0.4386,17.158,0.4386,38.407,0.4386,74.14,0.4386,128.449,,,,,,,,
0.4387,0.621,0.4387,1.319,0.4387,1.895,0.4387,5.022,0.4387,17.16,0.4387,38.411,0.4387,74.149,0.4387,128.466,,,,,,,,
0.4388,0.621,0.4388,1.319,0.4388,1.896,0.4388,5.023,0.4388,17.162,0.4388,38.415,0.4388,74.159,0.4388,128.484,,,,,,,,
0.4389,0.621,0.4389,1.32,0.4389,1.896,0.4389,5.024,0.4389,17.164,0.4389,38.419,0.4389,74.168,0.4389,128.501,,,,,,,,
0.439,0.621,0.439,1.32,0.439,1.896,0.439,5.025,0.439,17.166,0.439,38.424,0.439,74.177,0.439,128.518,,,,,,,,
0.4391,0.621,0.4391,1.32,0.4391,1.896,0.4391,5.026,0.4391,17.168,0.4391,38.428,0.4391,74.186,0.4391,128.536,,,,,,,,
0.4392,0.621,0.4392,1.32,0.4392,1.897,0.4392,5.027,0.4392,17.17,0.4392,38.432,0.4392,74.195,0.4392,128.553,,,,,,,,
0.4393,0.621,0.4393,1.32,0.4393,1.897,0.4393,5.027,0.4393,17.172,0.4393,38.436,0.4393,74.205,0.4393,128.57,,,,,,,,
0.4394,0.622,0.4394,1.321,0.4394,1.897,0.4394,5.028,0.4394,17.174,0.4394,38.44,0.4394,74.214,0.4394,128.588,,,,,,,,
0.4395,0.622,0.4395,1.321,0.4395,1.897,0.4395,5.029,0.4395,17.176,0.4395,38.444,0.4395,74.223,0.4395,128.605,,,,,,,,
0.4396,0.622,0.4396,1.321,0.4396,1.898,0.4396,5.03,0.4396,17.178,0.4396,38.448,0.4396,74.232,0.4396,128.623,,,,,,,,
0.4397,0.622,0.4397,1.321,0.4397,1.898,0.4397,5.031,0.4397,17.18,0.4397,38.452,0.4397,74.242,0.4397,128.64,,,,,,,,
0.4398,0.622,0.4398,1.321,0.4398,1.898,0.4398,5.031,0.4398,17.182,0.4398,38.456,0.4398,74.251,0.4398,128.657,,,,,,,,
0.4399,0.622,0.4399,1.322,0.4399,1.898,0.4399,5.032,0.4399,17.184,0.4399,38.46,0.4399,74.26,0.4399,128.675,,,,,,,,
0.44,0.622,0.44,1.322,0.44,1.899,0.44,5.033,0.44,17.186,0.44,38.464,0.44,74.269,0.44,128.692,,,,,,,,
0.4401,0.622,0.4401,1.322,0.4401,1.899,0.4401,5.034,0.4401,17.188,0.4401,38.469,0.4401,74.278,0.4401,128.71,,,,,,,,
0.4402,0.622,0.4402,1.322,0.4402,1.899,0.4402,5.035,0.4402,17.19,0.4402,38.473,0.4402,74.288,0.4402,128.727,,,,,,,,
0.4403,0.622,0.4403,1.322,0.4403,1.899,0.4403,5.036,0.4403,17.192,0.4403,38.477,0.4403,74.297,0.4403,128.744,,,,,,,,
0.4404,0.622,0.4404,1.322,0.4404,1.9,0.4404,5.036,0.4404,17.194,0.4404,38.481,0.4404,74.306,0.4404,128.762,,,,,,,,
0.4405,0.622,0.4405,1.323,0.4405,1.9,0.4405,5.037,0.4405,17.196,0.4405,38.485,0.4405,74.315,0.4405,128.779,,,,,,,,
0.4406,0.622,0.4406,1.323,0.4406,1.9,0.4406,5.038,0.4406,17.199,0.4406,38.489,0.4406,74.324,0.4406,128.797,,,,,,,,
0.4407,0.622,0.4407,1.323,0.4407,1.9,0.4407,5.039,0.4407,17.201,0.4407,38.493,0.4407,74.334,0.4407,128.814,,,,,,,,
0.4408,0.623,0.4408,1.323,0.4408,1.901,0.4408,5.04,0.4408,17.203,0.4408,38.497,0.4408,74.343,0.4408,128.831,,,,,,,,
0.4409,0.623,0.4409,1.323,0.4409,1.901,0.4409,5.04,0.4409,17.205,0.4409,38.501,0.4409,74.352,0.4409,128.849,,,,,,,,
0.441,0.623,0.441,1.324,0.441,1.901,0.441,5.041,0.441,17.207,0.441,38.505,0.441,74.361,0.441,128.866,,,,,,,,
0.4411,0.623,0.4411,1.324,0.4411,1.901,0.4411,5.042,0.4411,17.209,0.4411,38.509,0.4411,74.37,0.4411,128.884,,,,,,,,
0.4412,0.623,0.4412,1.324,0.4412,1.902,0.4412,5.043,0.4412,17.211,0.4412,38.514,0.4412,74.38,0.4412,128.901,,,,,,,,
0.4413,0.623,0.4413,1.324,0.4413,1.902,0.4413,5.044,0.4413,17.213,0.4413,38.518,0.4413,74.389,0.4413,128.918,,,,,,,,
0.4414,0.623,0.4414,1.324,0.4414,1.902,0.4414,5.045,0.4414,17.215,0.4414,38.522,0.4414,74.398,0.4414,128.936,,,,,,,,
0.4415,0.623,0.4415,1.324,0.4415,1.902,0.4415,5.045,0.4415,17.217,0.4415,38.526,0.4415,74.407,0.4415,128.953,,,,,,,,
0.4416,0.623,0.4416,1.325,0.4416,1.903,0.4416,5.046,0.4416,17.219,0.4416,38.53,0.4416,74.416,0.4416,128.97,,,,,,,,
0.4417,0.623,0.4417,1.325,0.4417,1.903,0.4417,5.047,0.4417,17.221,0.4417,38.534,0.4417,74.426,0.4417,128.988,,,,,,,,
0.4418,0.623,0.4418,1.325,0.4418,1.903,0.4418,5.048,0.4418,17.223,0.4418,38.538,0.4418,74.435,0.4418,129.005,,,,,,,,
0.4419,0.623,0.4419,1.325,0.4419,1.903,0.4419,5.049,0.4419,17.225,0.4419,38.542,0.4419,74.444,0.4419,129.023,,,,,,,,
0.442,0.623,0.442,1.325,0.442,1.904,0.442,5.049,0.442,17.227,0.442,38.546,0.442,74.453,0.442,129.04,,,,,,,,
0.4421,0.623,0.4421,1.326,0.4421,1.904,0.4421,5.05,0.4421,17.229,0.4421,38.55,0.4421,74.462,0.4421,129.057,,,,,,,,
0.4422,0.624,0.4422,1.326,0.4422,1.904,0.4422,5.051,0.4422,17.231,0.4422,38.554,0.4422,74.472,0.4422,129.075,,,,,,,,
0.4423,0.624,0.4423,1.326,0.4423,1.904,0.4423,5.052,0.4423,17.233,0.4423,38.559,0.4423,74.481,0.4423,129.092,,,,,,,,
0.4424,0.624,0.4424,1.326,0.4424,1.905,0.4424,5.053,0.4424,17.235,0.4424,38.563,0.4424,74.49,0.4424,129.11,,,,,,,,
0.4425,0.624,0.4425,1.326,0.4425,1.905,0.4425,5.054,0.4425,17.237,0.4425,38.567,0.4425,74.499,0.4425,129.127,,,,,,,,
0.4426,0.624,0.4426,1.326,0.4426,1.905,0.4426,5.054,0.4426,17.239,0.4426,38.571,0.4426,74.509,0.4426,129.144,,,,,,,,
0.4427,0.624,0.4427,1.327,0.4427,1.905,0.4427,5.055,0.4427,17.241,0.4427,38.575,0.4427,74.518,0.4427,129.162,,,,,,,,
0.4428,0.624,0.4428,1.327,0.4428,1.906,0.4428,5.056,0.4428,17.244,0.4428,38.579,0.4428,74.527,0.4428,129.179,,,,,,,,
0.4429,0.624,0.4429,1.327,0.4429,1.906,0.4429,5.057,0.4429,17.246,0.4429,38.583,0.4429,74.536,0.4429,129.197,,,,,,,,
0.443,0.624,0.443,1.327,0.443,1.906,0.443,5.058,0.443,17.248,0.443,38.587,0.443,74.545,0.443,129.214,,,,,,,,
0.4431,0.624,0.4431,1.327,0.4431,1.906,0.4431,5.058,0.4431,17.25,0.4431,38.591,0.4431,74.555,0.4431,129.231,,,,,,,,
0.4432,0.624,0.4432,1.328,0.4432,1.907,0.4432,5.059,0.4432,17.252,0.4432,38.595,0.4432,74.564,0.4432,129.249,,,,,,,,
0.4433,0.624,0.4433,1.328,0.4433,1.907,0.4433,5.06,0.4433,17.254,0.4433,38.599,0.4433,74.573,0.4433,129.266,,,,,,,,
0.4434,0.624,0.4434,1.328,0.4434,1.907,0.4434,5.061,0.4434,17.256,0.4434,38.604,0.4434,74.582,0.4434,129.284,,,,,,,,
0.4435,0.624,0.4435,1.328,0.4435,1.907,0.4435,5.062,0.4435,17.258,0.4435,38.608,0.4435,74.591,0.4435,129.301,,,,,,,,
0.4436,0.625,0.4436,1.328,0.4436,1.908,0.4436,5.063,0.4436,17.26,0.4436,38.612,0.4436,74.601,0.4436,129.318,,,,,,,,
0.4437,0.625,0.4437,1.329,0.4437,1.908,0.4437,5.063,0.4437,17.262,0.4437,38.616,0.4437,74.61,0.4437,129.336,,,,,,,,
0.4438,0.625,0.4438,1.329,0.4438,1.908,0.4438,5.064,0.4438,17.264,0.4438,38.62,0.4438,74.619,0.4438,129.353,,,,,,,,
0.4439,0.625,0.4439,1.329,0.4439,1.908,0.4439,5.065,0.4439,17.266,0.4439,38.624,0.4439,74.628,0.4439,129.37,,,,,,,,
0.444,0.625,0.444,1.329,0.444,1.908,0.444,5.066,0.444,17.268,0.444,38.628,0.444,74.637,0.444,129.388,,,,,,,,
